model_id_1,model_id_2,queries,official_internal_bv,candidate_internal_bv,official_root_bv,candidate_primitive_root_bv,official_total_rss,candidate_total_rss,official_triangles,candidate_triangles,distance_filter_skips,containment_filter_checks,containment_filter_skips,axis_filter_checks,axis_filter_skips,official_fp,official_fn,candidate_fp,candidate_fn
14,17,4621,0,0,4621,4621,4621,4621,0,0,291123,0,0,291123,291123,0,0,0,0
14,18,4621,0,0,4621,5482,4621,5482,0,0,290262,0,0,295260,290262,0,0,0,0
14,19,4621,0,0,4621,4635,4621,4635,0,0,291109,0,0,291167,291109,0,0,0,0
14,20,4206,0,0,4206,4206,4206,4206,0,0,264978,0,0,264978,264978,0,0,0,0
14,21,4206,0,0,4206,4206,4206,4206,0,0,29442,0,0,29442,29442,0,0,0,0
14,26,1317,0,0,1317,1317,1317,1317,0,0,9219,0,0,9219,9219,0,0,0,0
14,37,4114,0,0,4114,4114,4114,4114,0,0,28798,0,0,28798,28798,0,0,0,0
15,2,4640,0,0,4640,4640,4640,4640,0,0,292320,0,0,292320,292320,0,0,0,0
15,3,4640,0,0,4640,4660,4640,4660,0,0,292300,0,0,292343,292300,0,0,0,0
15,4,4640,0,0,4640,4640,4640,4640,0,0,292320,0,0,292320,292320,0,0,0,0
15,5,4640,0,18872,4640,17450,4640,36322,0,1781,258704,0,0,381026,258704,0,0,495,0
15,17,4621,0,0,4621,4621,4621,4621,0,0,291123,0,0,291123,291123,0,0,0,0
15,18,4621,0,0,4621,4622,4621,4622,0,0,291122,0,0,291123,291122,0,0,0,0
15,19,4621,0,0,4621,4629,4621,4629,0,0,291115,0,0,291123,291115,0,0,0,0
15,21,4206,0,0,4206,4206,4206,4206,0,0,29442,0,0,29442,29442,0,0,0,0
15,26,1317,0,0,1317,1317,1317,1317,0,0,9219,0,0,9219,9219,0,0,0,0
15,37,4114,0,0,4114,4114,4114,4114,0,0,28798,0,0,28798,28798,0,0,0,0
16,2,4640,0,0,4640,4640,4640,4640,0,0,292320,0,0,292320,292320,0,0,0,0
16,4,4640,0,0,4640,4640,4640,4640,0,0,292320,0,0,292320,292320,0,0,0,0
16,5,4640,11144,118762,4640,19217,15784,137979,0,17604,122023,0,0,599939,122023,0,0,3034,0
16,17,4621,0,0,4621,4621,4621,4621,0,0,291123,0,0,291123,291123,0,0,0,0
16,18,4621,0,0,4621,4621,4621,4621,0,0,291123,0,0,291123,291123,0,0,0,0
16,19,4621,0,0,4621,4621,4621,4621,0,0,291123,0,0,291123,291123,0,0,0,0
16,26,1317,0,0,1317,1317,1317,1317,0,0,9219,0,0,9219,9219,0,0,0,0
16,37,4114,0,0,4114,4114,4114,4114,0,0,28798,0,0,28798,28798,0,0,0,0
18,2,4206,0,0,4206,4206,4206,4206,0,0,264978,0,0,264978,264978,0,0,0,0
18,3,4206,0,0,4206,4206,4206,4206,0,0,264978,0,0,264978,264978,0,0,0,0
18,4,4206,0,0,4206,4206,4206,4206,0,0,264978,0,0,264978,264978,0,0,0,0
